"","isolate_id","cluster_pb2","cluster_pb1","cluster_pa","cluster_ha","cluster_np","cluster_na","cluster_mp","cluster_ns","cluster_profile"
"11144","EPI_ISL_19521528",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11145","EPI_ISL_19521526",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11146","EPI_ISL_19521525",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11147","EPI_ISL_19521524",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11148","EPI_ISL_19521523",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11149","EPI_ISL_19521522",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11150","EPI_ISL_19521521",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11151","EPI_ISL_19521520",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11152","EPI_ISL_19521519",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11153","EPI_ISL_19521518",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11154","EPI_ISL_19521517",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11155","EPI_ISL_19521516",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11156","EPI_ISL_19521515",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11157","EPI_ISL_19521514",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11158","EPI_ISL_19521513",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11159","EPI_ISL_19521512",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11160","EPI_ISL_19521511",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11161","EPI_ISL_19521510",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11162","EPI_ISL_18800497",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11163","EPI_ISL_18800475",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11164","EPI_ISL_18800048",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11165","EPI_ISL_18800046",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11166","EPI_ISL_18800045",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11167","EPI_ISL_18800043",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11168","EPI_ISL_18800038",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11169","EPI_ISL_18800036",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11170","EPI_ISL_18799990",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11171","EPI_ISL_18799989",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11172","EPI_ISL_18799988",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11173","EPI_ISL_18799987",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11174","EPI_ISL_18799964",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11175","EPI_ISL_18799629",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11176","EPI_ISL_18799623",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11177","EPI_ISL_18799619",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11178","EPI_ISL_18799587",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11179","EPI_ISL_18799506",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11180","EPI_ISL_19029378",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"11181","EPI_ISL_19094660",3,2,1,1,1,1,1,2,"3_2_1_1_1_1_1_2"
"11182","EPI_ISL_19094669",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11183","EPI_ISL_19094667",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11184","EPI_ISL_19094666",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11185","EPI_ISL_19094665",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11186","EPI_ISL_19094649",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11187","EPI_ISL_19094648",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11188","EPI_ISL_19094647",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11189","EPI_ISL_19094646",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11190","EPI_ISL_19094637",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11191","EPI_ISL_19094636",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11192","EPI_ISL_19094635",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11193","EPI_ISL_19094634",3,2,1,1,1,1,1,2,"3_2_1_1_1_1_1_2"
"11194","EPI_ISL_19094630",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11195","EPI_ISL_19094629",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11196","EPI_ISL_19094507",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11197","EPI_ISL_19094506",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11198","EPI_ISL_19094504",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11199","EPI_ISL_19094501",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11200","EPI_ISL_19094500",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11201","EPI_ISL_19094499",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11202","EPI_ISL_19094443",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11203","EPI_ISL_19356984",11,10,2,1,5,5,1,6,"11_10_2_1_5_5_1_6"
"11204","EPI_ISL_19521828",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11205","EPI_ISL_19372831",7,2,1,1,11,1,1,2,"7_2_1_1_11_1_1_2"
"11206","EPI_ISL_19372830",7,2,1,1,11,1,1,2,"7_2_1_1_11_1_1_2"
"11207","EPI_ISL_19372829",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11208","EPI_ISL_19372828",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11209","EPI_ISL_19372827",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11210","EPI_ISL_19372826",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11211","EPI_ISL_19372825",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11212","EPI_ISL_19372824",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11213","EPI_ISL_19372820",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11214","EPI_ISL_19372819",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11215","EPI_ISL_19372817",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11216","EPI_ISL_19372816",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11217","EPI_ISL_19372799",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11218","EPI_ISL_19372798",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11219","EPI_ISL_19372797",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11220","EPI_ISL_19372796",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11221","EPI_ISL_19372795",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11222","EPI_ISL_19372794",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11223","EPI_ISL_19372793",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11224","EPI_ISL_19372792",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11225","EPI_ISL_19372791",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11226","EPI_ISL_19372790",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11227","EPI_ISL_19372789",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11228","EPI_ISL_19372788",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11229","EPI_ISL_19372787",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11230","EPI_ISL_19372786",29,2,1,1,1,1,1,2,"29_2_1_1_1_1_1_2"
"11231","EPI_ISL_19372785",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11232","EPI_ISL_19372784",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11233","EPI_ISL_19372783",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11234","EPI_ISL_19372782",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11235","EPI_ISL_19341026",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11236","EPI_ISL_19341025",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11237","EPI_ISL_19341024",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11238","EPI_ISL_19341023",3,30,1,1,6,1,1,2,"3_30_1_1_6_1_1_2"
"11239","EPI_ISL_19341022",3,30,1,1,6,1,1,2,"3_30_1_1_6_1_1_2"
"11240","EPI_ISL_19341021",3,30,1,1,6,1,1,2,"3_30_1_1_6_1_1_2"
"11241","EPI_ISL_19341020",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11242","EPI_ISL_19341019",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11243","EPI_ISL_19341018",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11244","EPI_ISL_19341017",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11245","EPI_ISL_19341016",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11246","EPI_ISL_19341015",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11247","EPI_ISL_19341014",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11248","EPI_ISL_19341013",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11249","EPI_ISL_19341012",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11250","EPI_ISL_19341011",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11251","EPI_ISL_19341010",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11252","EPI_ISL_19341009",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11253","EPI_ISL_19341008",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11254","EPI_ISL_19341007",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11255","EPI_ISL_19341006",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11256","EPI_ISL_19341005",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11257","EPI_ISL_19341004",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11258","EPI_ISL_19325240",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11259","EPI_ISL_19325239",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11260","EPI_ISL_19325238",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11261","EPI_ISL_19325237",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11262","EPI_ISL_19325236",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11263","EPI_ISL_19325235",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11264","EPI_ISL_19325234",7,2,1,1,22,1,1,2,"7_2_1_1_22_1_1_2"
"11265","EPI_ISL_19325233",7,2,1,1,22,1,1,2,"7_2_1_1_22_1_1_2"
"11266","EPI_ISL_19325232",7,30,1,1,1,1,1,2,"7_30_1_1_1_1_1_2"
"11267","EPI_ISL_19325231",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11268","EPI_ISL_19325230",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11269","EPI_ISL_19325229",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11270","EPI_ISL_19325228",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11271","EPI_ISL_19325227",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11272","EPI_ISL_19325226",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11273","EPI_ISL_19325225",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11274","EPI_ISL_19325224",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11275","EPI_ISL_19325223",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11276","EPI_ISL_19325222",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11277","EPI_ISL_19325221",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11278","EPI_ISL_19325220",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11279","EPI_ISL_19325219",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11280","EPI_ISL_19194254",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11281","EPI_ISL_19194253",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11282","EPI_ISL_19194252",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11283","EPI_ISL_19194251",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11284","EPI_ISL_19194250",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"11285","EPI_ISL_19194249",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11286","EPI_ISL_19194248",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11287","EPI_ISL_19194247",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11288","EPI_ISL_19194246",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11289","EPI_ISL_19194245",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11290","EPI_ISL_19194244",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11291","EPI_ISL_19194243",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11292","EPI_ISL_19194242",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11293","EPI_ISL_19194241",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11294","EPI_ISL_19194240",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11295","EPI_ISL_19194239",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11296","EPI_ISL_19194238",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11297","EPI_ISL_19194237",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11298","EPI_ISL_19194236",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11299","EPI_ISL_19194235",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11300","EPI_ISL_19194234",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11301","EPI_ISL_19194233",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11302","EPI_ISL_19176354",8,8,2,1,2,1,1,1,"8_8_2_1_2_1_1_1"
"11303","EPI_ISL_19159901",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11304","EPI_ISL_19159900",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11305","EPI_ISL_19159899",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11306","EPI_ISL_19159898",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11307","EPI_ISL_19159897",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11308","EPI_ISL_19159896",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11309","EPI_ISL_19159895",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11310","EPI_ISL_19159894",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11311","EPI_ISL_19159893",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11312","EPI_ISL_19159892",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11313","EPI_ISL_19159891",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11314","EPI_ISL_19159890",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11315","EPI_ISL_19159889",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11316","EPI_ISL_19159888",7,2,1,1,22,1,1,2,"7_2_1_1_22_1_1_2"
"11317","EPI_ISL_19159887",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11318","EPI_ISL_19159886",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11319","EPI_ISL_19159885",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11320","EPI_ISL_19159884",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11321","EPI_ISL_19159883",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11322","EPI_ISL_19159882",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11323","EPI_ISL_19159881",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11324","EPI_ISL_19159880",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11325","EPI_ISL_19145215",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"11326","EPI_ISL_19145214",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"11327","EPI_ISL_19145213",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11328","EPI_ISL_19145212",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"11329","EPI_ISL_19145211",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11330","EPI_ISL_19145210",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11331","EPI_ISL_19145209",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11332","EPI_ISL_19145208",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11333","EPI_ISL_19145207",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11334","EPI_ISL_19145206",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11335","EPI_ISL_19145205",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11336","EPI_ISL_19145204",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11337","EPI_ISL_19145203",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11338","EPI_ISL_19145202",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11339","EPI_ISL_19145201",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11340","EPI_ISL_19145200",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11341","EPI_ISL_19145199",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11342","EPI_ISL_19145198",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11343","EPI_ISL_19145197",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11344","EPI_ISL_19145196",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11345","EPI_ISL_19145195",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11346","EPI_ISL_19145194",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11347","EPI_ISL_19145188",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11348","EPI_ISL_19145187",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"11349","EPI_ISL_19145186",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11350","EPI_ISL_19145185",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11351","EPI_ISL_19145184",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11352","EPI_ISL_19145164",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11353","EPI_ISL_19145155",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11354","EPI_ISL_19145154",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11355","EPI_ISL_19145153",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11356","EPI_ISL_19145148",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11357","EPI_ISL_19145147",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11358","EPI_ISL_19145146",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11359","EPI_ISL_19145145",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11360","EPI_ISL_19145137",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11361","EPI_ISL_19145136",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11362","EPI_ISL_19094765",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11363","EPI_ISL_19094671",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11364","EPI_ISL_19094655",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11365","EPI_ISL_19094654",3,2,1,1,6,1,1,2,"3_2_1_1_6_1_1_2"
"11366","EPI_ISL_19094632",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11367","EPI_ISL_19094631",3,2,1,1,1,1,1,2,"3_2_1_1_1_1_1_2"
"11368","EPI_ISL_19094518",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11369","EPI_ISL_19094492",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11370","EPI_ISL_19094442",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11371","EPI_ISL_19094441",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11372","EPI_ISL_19094440",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11373","EPI_ISL_19094439",4,13,1,1,2,1,1,1,"4_13_1_1_2_1_1_1"
"11374","EPI_ISL_19094438",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11375","EPI_ISL_19094437",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11376","EPI_ISL_19094436",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11377","EPI_ISL_19094435",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11378","EPI_ISL_19094434",7,2,1,1,11,1,1,2,"7_2_1_1_11_1_1_2"
"11379","EPI_ISL_19094433",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11380","EPI_ISL_19094432",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11381","EPI_ISL_19094431",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11382","EPI_ISL_19094430",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11383","EPI_ISL_19094429",7,2,1,1,11,1,1,2,"7_2_1_1_11_1_1_2"
"11384","EPI_ISL_19094428",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11385","EPI_ISL_19014086",17,1,2,1,2,1,1,1,"17_1_2_1_2_1_1_1"
"11386","EPI_ISL_19014085",17,8,2,1,25,1,1,1,"17_8_2_1_25_1_1_1"
"11387","EPI_ISL_19014084",17,8,2,1,25,1,1,1,"17_8_2_1_25_1_1_1"
"11388","EPI_ISL_19014083",8,6,2,1,2,3,1,1,"8_6_2_1_2_3_1_1"
"11389","EPI_ISL_19014081",17,1,2,1,2,1,1,1,"17_1_2_1_2_1_1_1"
"11390","EPI_ISL_19014080",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"11391","EPI_ISL_19014079",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"11392","EPI_ISL_19014078",1,8,2,1,2,1,1,1,"1_8_2_1_2_1_1_1"
"11393","EPI_ISL_18979791",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11394","EPI_ISL_18979789",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11395","EPI_ISL_18963393",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"11396","EPI_ISL_18963392",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"11397","EPI_ISL_18932042",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"11398","EPI_ISL_18914534",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11399","EPI_ISL_18914533",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11400","EPI_ISL_18914531",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11401","EPI_ISL_18914530",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11402","EPI_ISL_18914529",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11403","EPI_ISL_18914528",4,13,9,1,2,1,1,1,"4_13_9_1_2_1_1_1"
"11404","EPI_ISL_18914527",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11405","EPI_ISL_18914526",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11406","EPI_ISL_18914524",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11407","EPI_ISL_18914523",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11408","EPI_ISL_18914522",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11409","EPI_ISL_18914521",4,2,1,1,1,1,1,2,"4_2_1_1_1_1_1_2"
"11410","EPI_ISL_18914520",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11411","EPI_ISL_18914518",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11412","EPI_ISL_18914517",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11413","EPI_ISL_18914516",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11414","EPI_ISL_18914515",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11415","EPI_ISL_18914514",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11416","EPI_ISL_18914513",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11417","EPI_ISL_18914512",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11418","EPI_ISL_18914511",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11419","EPI_ISL_18914510",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11420","EPI_ISL_18914509",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
"11421","EPI_ISL_18914508",7,2,1,1,1,1,1,2,"7_2_1_1_1_1_1_2"
